PARTICIPANT_ID,SCHEDULED_TS,OUTGOING,ASSERTIVE,COMPASSIONATE,POLITE,HARDWORKING,ORGANIZED,WORRIED,DEPRESSED,CREATIVE,CURIOUS,Class/Schoolwork,Paid/Volunteer Work,Using Social Media,Watching TV,Videogames,Reading the News,Eating,Exercising,Hobby,Errands,Driving/Commuting,Resting/Relaxing,Socializing,Spiritual,Friend,Romantic Partner,Roommate,Family member,Coworker,Customer,Casual Aquaintance,Stranger,Other,INTERACTING,Extraversion,Agreeableness,Conscientiousness,Neuroticism,Openness
s910973352,30-Jan-2024 10:00,1,2,1,5,2,1,6,7,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,0,1.5,3,1.5,6.5,2
s910973352,27-Jan-2024 12:30,5,5,4,3,3,5,4,3,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,3.5,4,3.5,4
s910973352,26-Jan-2024 17:30,2,2,3,5,3,3,6,7,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,0,2,4,3,6.5,2
s910973352,26-Jan-2024 12:30,3,6,5,6,6,3,5,5,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.5,5.5,4.5,5,4
s910973352,29-Jan-2024 15:00,1,3,1,6,2,2,6,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,2,3.5,2,6.5,2
s910973352,27-Jan-2024 15:00,3,3,3,4,2,2,5,6,3,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,3,3.5,2,5.5,4.5
s910973352,26-Jan-2024 10:00,3,5,4,6,6,4,3,4,3,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,4,5,5,3.5,4.5
s910973352,26-Jan-2024 15:00,5,3,6,5,5,3,4,4,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,5.5,4,4,3
s910973352,27-Jan-2024 20:00,3,3,3,7,3,4,6,6,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,3,5,3.5,6,3
s910973352,30-Jan-2024 15:00,2,3,2,6,2,2,5,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,2.5,4,2,6,2
s910973352,28-Jan-2024 12:30,2,5,3,3,4,2,5,3,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.5,3,3,4,4
